timestamp,city,state,station,latitude,longitude,pm25,pm10,no2,so2,co,o3,temperature,humidity,wind_speed,wind_direction,pressure,rainfall,aqi,aqi_category,dominant_pollutant
2026-07-09 08:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,60.62,87.38,52.73,10.45,2.57,18.33,22.71,82.4,3.55,4,1014.3,4.0,211,Poor,PM25
2026-07-09 09:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,61.94,99.44,82.8,17.13,2.65,30.5,24.73,72.55,4.84,51,1009.3,0.0,108,Moderate,CO
2026-07-09 10:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,64.66,92.59,62.42,25.67,2.52,41.68,27.14,70.87,4.36,237,1010.7,0.0,114,Moderate,PM25
2026-07-09 11:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,66.12,111.57,27.47,24.19,1.81,56.16,26.64,65.14,6.21,116,1014.2,0.0,118,Moderate,PM25
2026-07-09 12:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,65.92,95.43,33.82,10.87,2.41,51.76,29.51,57.56,6.75,2,1013.3,0.0,118,Moderate,PM25
2026-07-09 13:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,66.29,109.81,67.18,18.94,0.61,71.25,34.2,53.11,3.94,2,1011.4,0.0,119,Moderate,PM25
2026-07-09 14:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,65.27,109.32,68.89,19.27,1.28,71.73,30.44,48.58,9.03,24,1011.4,0.0,116,Moderate,PM25
2026-07-09 15:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,65.53,94.09,62.92,15.32,2.27,61.38,32.47,50.01,8.96,50,1014.1,0.0,116,Moderate,PM25
2026-07-09 16:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,62.96,95.78,63.0,17.68,1.19,46.38,29.57,51.52,9.41,4,1012.5,0.0,108,Moderate,PM25
2026-07-09 17:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,62.84,112.94,66.66,14.1,0.99,47.47,30.02,50.05,10.11,310,1013.7,0.0,109,Moderate,PM10
2026-07-09 18:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,62.94,99.65,43.81,19.64,1.85,15.05,34.41,57.71,7.94,259,1009.2,0.0,108,Moderate,PM25
2026-07-09 19:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,60.77,85.73,61.96,16.0,3.15,7.3,31.62,61.15,10.59,160,1011.9,0.0,211,Poor,PM25
2026-07-09 20:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,57.71,87.82,72.27,16.15,3.08,10.14,26.82,66.93,9.86,179,1013.4,0.0,113,Moderate,CO
2026-07-09 21:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,55.68,96.3,25.12,31.39,1.7,-5.9,26.13,73.59,6.89,359,1009.5,0.0,96,Satisfactory,PM10
2026-07-09 22:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,54.2,87.24,60.02,15.21,2.6,-7.4,26.88,82.61,7.63,231,1010.2,0.0,107,Moderate,CO
2026-07-09 23:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,53.06,93.37,28.01,18.44,2.41,4.24,18.8,88.89,2.97,205,1014.5,0.0,105,Moderate,CO
2026-07-10 00:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,52.3,82.92,67.35,24.28,2.04,39.95,17.48,87.46,4.92,7,1008.6,0.0,201,Poor,CO
2026-07-10 01:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,52.23,84.39,35.31,28.73,2.25,29.71,19.65,96.16,5.29,23,1012.1,0.0,103,Moderate,CO
2026-07-10 02:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,52.32,89.67,76.81,15.43,1.48,38.29,18.98,98.0,4.12,353,1012.6,0.0,96,Satisfactory,NO2
2026-07-10 03:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,53.93,82.12,23.43,17.26,2.07,17.56,18.57,98.0,4.23,312,1013.2,0.0,202,Poor,CO
2026-07-10 04:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,53.42,94.82,41.12,20.05,2.08,23.35,17.6,98.0,1.01,8,1013.0,0.0,202,Poor,CO
2026-07-10 05:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,56.65,91.26,54.95,26.46,2.26,33.19,20.03,95.93,3.07,144,1014.6,0.0,103,Moderate,CO
2026-07-10 06:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,57.93,83.65,32.17,34.95,1.79,22.1,17.75,87.78,1.89,301,1013.0,0.0,96,Satisfactory,PM25
2026-07-10 07:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,59.67,90.31,61.63,16.26,2.27,30.49,22.0,87.57,1.41,123,1010.3,0.0,103,Moderate,CO
2026-07-10 08:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,62.34,89.04,74.62,29.85,2.58,27.43,21.88,81.18,3.37,6,1011.0,14.3,107,Moderate,CO
2026-07-10 09:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,64.23,109.82,48.06,24.77,1.21,37.9,24.05,76.99,2.52,91,1014.3,0.0,112,Moderate,PM25
2026-07-10 10:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,66.38,106.04,74.7,33.06,0.96,35.63,26.38,63.53,4.06,316,1009.4,0.0,119,Moderate,PM25
2026-07-10 11:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,67.53,100.56,52.74,26.47,1.02,56.34,27.1,60.18,5.38,294,1010.3,0.0,195,Moderate,CO
2026-07-10 12:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,70.64,101.93,45.41,20.21,2.21,69.29,34.67,54.76,6.64,85,1009.2,0.0,134,Moderate,PM25
2026-07-10 13:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,68.63,102.08,23.28,8.48,0.83,54.3,30.98,54.62,3.37,50,1011.0,0.0,127,Moderate,PM25
2026-07-10 14:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,70.46,105.02,27.91,31.95,1.21,53.88,32.21,51.71,8.98,161,1011.4,0.0,133,Moderate,PM25
2026-07-10 15:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,69.45,99.96,46.96,33.39,2.7,49.3,31.83,48.56,12.77,315,1009.9,2.9,130,Moderate,PM25
2026-07-10 16:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,66.41,114.0,60.83,16.09,1.61,37.96,31.09,53.31,10.2,63,1008.0,0.0,120,Moderate,PM25
2026-07-10 17:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,64.82,108.35,34.21,10.27,2.29,41.57,30.8,53.57,10.16,187,1009.5,0.0,114,Moderate,PM25
2026-07-10 18:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,62.47,89.76,43.97,19.31,1.73,32.72,29.44,58.54,9.13,261,1013.5,0.0,106,Moderate,PM25
2026-07-10 19:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,60.7,86.52,71.67,34.56,1.89,23.01,26.1,59.24,10.36,209,1010.1,9.7,211,Poor,PM25
2026-07-10 20:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,58.66,91.29,88.46,29.97,2.67,0.65,28.44,67.62,10.09,231,1009.9,0.0,108,Moderate,NO2
2026-07-10 21:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,56.0,92.32,72.92,33.9,1.02,4.62,24.27,71.32,11.26,6,1012.8,0.0,195,Moderate,CO
2026-07-10 22:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,53.72,86.5,31.98,28.26,2.24,-14.65,25.91,80.38,9.39,353,1010.7,0.0,103,Moderate,CO
2026-07-10 23:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,52.04,74.3,54.69,24.14,2.23,-19.27,18.03,85.54,7.63,252,1008.4,0.0,103,Moderate,CO
2026-07-11 00:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,51.8,81.67,27.84,15.86,2.51,37.61,22.2,95.06,8.7,29,1009.5,0.0,106,Moderate,CO
2026-07-11 01:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,51.6,82.28,76.09,25.2,2.58,26.41,19.97,92.69,5.21,108,1008.4,0.0,107,Moderate,CO
2026-07-11 02:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,51.53,89.77,41.53,25.04,2.17,25.75,17.15,98.0,4.47,1,1010.9,0.0,102,Moderate,CO
2026-07-11 03:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,51.72,80.82,33.24,22.4,2.79,35.01,17.01,98.0,5.2,14,1009.4,0.0,110,Moderate,CO
2026-07-11 04:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,51.87,87.19,37.97,15.26,2.8,36.45,16.87,98.0,2.95,234,1013.2,2.3,110,Moderate,CO
2026-07-11 05:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,54.33,89.62,28.04,11.13,2.46,18.48,18.47,95.0,2.67,29,1012.7,0.0,106,Moderate,CO
2026-07-11 06:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,54.5,94.04,33.03,22.63,2.73,18.7,18.39,86.75,4.13,347,1009.9,0.0,109,Moderate,CO
2026-07-11 07:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,56.4,90.3,35.47,26.94,0.63,16.24,21.54,82.46,4.22,343,1014.3,0.0,94,Satisfactory,PM25
2026-07-11 08:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,58.89,85.41,80.93,13.68,1.81,35.48,24.45,84.87,3.21,76,1012.3,9.8,98,Satisfactory,PM25
2026-07-11 09:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,61.12,92.07,36.88,11.23,2.47,49.18,27.2,77.0,2.42,311,1011.6,0.0,106,Moderate,CO
2026-07-11 10:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,61.8,93.86,20.04,34.0,2.62,54.69,28.23,68.23,3.29,36,1008.1,0.0,108,Moderate,CO
2026-07-11 11:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,62.34,94.11,39.2,28.61,2.36,52.94,29.43,60.86,5.32,104,1011.2,0.0,106,Moderate,PM25
2026-07-11 12:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,64.74,105.68,24.74,13.18,1.64,57.32,30.43,58.68,3.22,210,1013.6,0.0,114,Moderate,PM25
2026-07-11 13:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,64.46,91.67,53.25,23.87,2.66,68.15,33.54,55.25,11.12,200,1014.8,0.0,113,Moderate,PM25
2026-07-11 14:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,64.84,95.2,46.84,13.68,2.12,70.22,32.26,49.46,8.15,107,1012.7,0.0,114,Moderate,PM25
2026-07-11 15:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,63.52,101.56,36.56,27.74,0.77,59.92,32.12,49.8,6.92,102,1013.1,0.0,110,Moderate,PM25
2026-07-11 16:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,63.16,100.1,69.1,26.45,1.0,56.1,33.91,46.93,9.52,101,1009.9,0.0,195,Moderate,CO
2026-07-11 17:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,61.68,89.4,55.0,27.84,1.31,26.68,31.43,44.21,9.73,13,1013.1,0.0,103,Moderate,PM25
2026-07-11 18:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,60.32,93.7,70.23,31.36,1.93,33.19,30.41,57.97,9.08,240,1009.4,0.0,210,Poor,PM25
2026-07-11 19:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,58.36,96.18,73.3,26.88,1.35,25.42,27.52,56.34,13.89,353,1013.2,0.0,97,Satisfactory,PM25
2026-07-11 20:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,56.72,80.04,59.22,34.83,1.48,11.24,27.4,70.17,8.77,181,1012.8,0.0,94,Satisfactory,PM25
2026-07-11 21:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,55.48,98.16,20.95,27.71,2.56,-11.77,28.15,70.76,8.97,203,1012.5,0.0,107,Moderate,CO
2026-07-11 22:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,52.34,81.0,29.57,31.91,0.62,3.77,22.45,75.94,9.68,260,1011.6,0.0,87,Satisfactory,PM25
2026-07-11 23:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,51.52,77.1,20.94,17.72,0.8,-13.58,19.68,87.66,8.99,94,1013.4,0.0,86,Satisfactory,PM25
2026-07-12 00:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,48.9,83.88,60.91,32.0,2.12,21.09,19.08,93.13,3.89,203,1008.1,0.0,101,Moderate,CO
2026-07-12 01:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,47.89,82.55,42.76,9.28,0.99,38.9,15.47,96.05,4.58,181,1011.5,7.8,82,Satisfactory,PM10
2026-07-12 02:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,49.16,71.95,41.25,19.33,1.46,31.65,17.15,97.15,3.48,262,1011.5,0.0,82,Satisfactory,PM25
2026-07-12 03:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,49.73,69.83,25.49,23.03,2.56,22.18,16.33,97.73,3.16,139,1008.3,0.0,107,Moderate,CO
2026-07-12 04:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,51.05,82.09,31.43,20.48,2.59,16.27,18.81,97.99,4.36,323,1014.6,0.0,107,Moderate,CO
2026-07-12 05:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,52.0,90.19,77.7,28.93,1.97,30.17,21.06,97.07,4.4,289,1011.6,6.1,98,Satisfactory,CO
2026-07-12 06:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,52.55,75.73,52.13,10.3,1.27,33.61,19.08,95.71,1.0,252,1010.6,10.7,87,Satisfactory,PM25
2026-07-12 07:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,54.77,80.26,53.94,21.61,0.63,24.07,20.74,90.76,3.11,319,1011.4,0.0,91,Satisfactory,PM25
2026-07-12 08:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,55.53,82.06,68.72,16.49,1.29,32.13,20.99,78.68,5.1,27,1011.0,0.0,92,Satisfactory,PM25
2026-07-12 09:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,56.21,94.05,87.29,14.41,3.25,35.47,26.68,73.38,1.27,33,1008.9,0.0,116,Moderate,CO
2026-07-12 10:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,58.76,97.89,26.31,26.14,2.0,55.72,27.41,69.13,4.76,149,1012.9,0.0,100,Satisfactory,CO
2026-07-12 11:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,60.11,94.92,77.3,32.83,1.28,48.54,31.24,69.02,6.51,92,1013.6,0.0,210,Poor,PM25
2026-07-12 12:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,60.6,107.05,56.93,13.2,1.93,65.22,30.67,62.73,6.82,209,1014.6,2.0,211,Poor,PM25
2026-07-12 13:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,62.27,103.26,73.52,27.79,1.72,74.8,30.56,55.58,6.75,153,1012.5,0.0,105,Moderate,PM25
2026-07-12 14:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,61.56,97.09,53.69,30.92,1.58,71.26,33.27,56.05,5.32,286,1012.1,0.0,103,Moderate,PM25
2026-07-12 15:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,62.08,87.5,44.82,16.08,2.25,48.52,36.15,48.29,8.51,45,1010.2,0.0,105,Moderate,PM25
2026-07-12 16:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,62.63,107.66,36.17,31.96,0.9,43.98,34.02,48.18,10.26,262,1010.7,0.0,107,Moderate,PM25
2026-07-12 17:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,60.19,101.95,35.13,21.25,0.77,41.26,31.88,50.01,12.65,343,1014.1,0.0,210,Poor,PM25
2026-07-12 18:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,58.13,96.65,31.89,11.89,2.8,30.56,31.93,52.19,9.66,217,1008.3,1.0,110,Moderate,CO
2026-07-12 19:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,60.26,85.87,78.27,14.22,2.61,28.73,28.97,64.61,10.89,341,1011.4,0.0,210,Poor,PM25
2026-07-12 20:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,58.28,87.69,91.8,27.61,1.58,5.65,28.53,69.2,12.08,233,1013.3,0.0,112,Moderate,NO2
2026-07-12 21:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,58.86,99.54,57.79,17.71,1.49,10.95,25.39,74.02,8.51,177,1013.9,0.0,100,Satisfactory,PM10
2026-07-12 22:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,57.0,95.89,34.29,18.49,1.58,4.0,22.72,78.21,8.09,188,1014.7,0.0,96,Satisfactory,PM10
2026-07-12 23:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,55.89,84.66,53.58,15.54,1.37,3.08,20.6,88.56,7.12,10,1008.6,0.0,93,Satisfactory,PM25
2026-07-13 00:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,56.61,84.0,52.23,27.9,1.98,26.79,20.41,92.94,6.85,326,1013.1,0.0,99,Satisfactory,CO
2026-07-13 01:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,55.59,96.91,33.96,11.12,1.32,20.51,17.08,94.48,5.46,257,1012.4,0.0,97,Satisfactory,PM10
2026-07-13 02:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,52.99,85.19,78.76,26.8,2.08,21.02,18.32,98.0,5.75,114,1011.4,0.0,202,Poor,CO
2026-07-13 03:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,54.02,75.66,36.99,31.8,1.91,30.2,14.37,98.0,2.3,68,1013.7,0.0,95,Satisfactory,CO
2026-07-13 04:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,53.25,90.47,52.99,20.21,0.97,30.92,19.16,98.0,2.17,333,1011.5,0.0,90,Satisfactory,PM10
2026-07-13 05:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,51.1,78.48,63.14,15.75,1.15,23.91,18.2,98.0,1.27,221,1011.4,0.0,85,Satisfactory,PM25
2026-07-13 06:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,53.49,84.44,53.04,33.5,1.07,28.0,19.65,87.61,2.23,294,1014.3,0.0,195,Moderate,CO
2026-07-13 07:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,54.79,91.46,51.83,25.9,1.9,25.57,21.21,85.6,1.17,188,1012.6,0.0,94,Satisfactory,CO
2026-07-13 08:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,56.44,86.83,79.6,19.83,2.9,28.73,22.65,81.24,1.9,219,1009.8,0.0,111,Moderate,CO
2026-07-13 09:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,57.15,93.77,76.85,10.44,2.19,32.39,26.07,72.49,4.58,321,1011.0,0.0,102,Moderate,CO
2026-07-13 10:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,56.69,89.09,55.13,22.07,0.93,37.21,25.0,69.84,7.01,129,1013.7,0.0,94,Satisfactory,PM25
2026-07-13 11:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,57.93,82.79,75.96,18.65,2.34,50.29,30.47,65.12,5.98,14,1013.8,0.0,125,Moderate,O3
2026-07-13 12:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,60.23,105.38,22.61,15.05,2.53,67.1,34.27,57.36,5.94,190,1010.8,0.0,210,Poor,PM25
2026-07-13 13:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,60.06,103.28,68.18,19.21,1.22,57.1,32.9,58.76,7.32,129,1012.3,0.0,210,Poor,PM25
2026-07-13 14:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,62.15,106.86,36.03,14.6,1.1,56.77,32.29,42.17,8.37,78,1008.9,2.7,105,Moderate,PM25
2026-07-13 15:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,61.01,96.85,55.48,31.94,2.56,61.96,34.22,50.23,8.6,283,1008.1,0.0,107,Moderate,CO
2026-07-13 16:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,60.74,85.13,20.66,19.25,0.94,52.18,34.45,48.26,10.8,319,1011.1,0.0,211,Poor,PM25
2026-07-13 17:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,61.06,101.09,71.21,27.91,2.54,36.66,32.92,51.61,10.87,186,1012.1,0.0,106,Moderate,CO
2026-07-13 18:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,59.18,97.02,56.11,9.74,2.74,28.6,30.57,60.07,14.59,219,1009.9,0.0,109,Moderate,CO
2026-07-13 19:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,59.79,84.9,71.2,29.78,1.45,4.56,29.08,64.9,7.81,49,1011.0,0.0,100,Satisfactory,PM25
2026-07-13 20:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,56.51,88.16,81.7,33.41,3.0,8.53,28.08,63.32,8.57,44,1008.7,0.0,112,Moderate,CO
2026-07-13 21:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,54.35,97.79,31.28,12.0,0.82,1.18,23.71,70.67,11.38,192,1013.5,0.0,98,Satisfactory,PM10
2026-07-13 22:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,51.96,74.81,23.27,26.0,2.38,-5.57,23.32,81.63,7.5,336,1012.2,0.0,104,Moderate,CO
2026-07-13 23:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,52.4,78.27,23.6,21.98,0.87,4.05,22.23,89.79,6.85,139,1010.3,0.0,87,Satisfactory,PM25
2026-07-14 00:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,50.49,72.83,60.23,15.8,1.89,29.78,16.95,95.57,7.79,185,1010.3,0.0,94,Satisfactory,CO
2026-07-14 01:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,50.74,79.18,71.3,19.66,1.45,32.25,15.13,94.0,5.81,182,1013.1,0.0,89,Satisfactory,NO2
2026-07-14 02:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,49.49,73.76,72.37,29.99,1.11,20.02,19.39,96.2,6.21,110,1009.1,0.0,90,Satisfactory,NO2
2026-07-14 03:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,52.46,80.5,39.72,15.69,1.65,19.52,16.24,98.0,3.47,10,1008.1,8.3,87,Satisfactory,PM25
2026-07-14 04:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,53.39,88.82,50.64,20.88,2.44,33.9,19.12,96.14,2.97,41,1013.6,0.0,105,Moderate,CO
2026-07-14 05:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,57.08,99.52,57.73,28.6,2.28,23.91,17.77,98.0,1.68,135,1014.3,1.3,103,Moderate,CO
2026-07-14 06:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,58.46,90.72,65.3,26.15,1.77,17.47,20.24,93.57,2.88,61,1014.0,0.0,97,Satisfactory,PM25
2026-07-14 07:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,62.15,96.51,36.91,27.49,2.5,31.35,21.96,83.79,2.7,19,1011.1,8.8,106,Moderate,CO
2026-07-14 08:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,64.79,98.62,70.58,22.52,1.11,16.81,21.99,83.42,2.5,52,1013.0,0.0,114,Moderate,PM25
2026-07-14 09:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,64.75,114.18,40.59,20.64,3.05,41.85,26.13,70.04,2.64,135,1011.6,0.0,114,Moderate,PM25
2026-07-14 10:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,65.34,109.54,74.17,30.96,1.51,38.38,28.62,68.94,3.37,231,1013.9,0.0,116,Moderate,PM25
2026-07-14 11:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,65.57,101.07,27.95,26.15,1.72,61.34,27.34,58.44,3.75,170,1014.1,12.2,117,Moderate,PM25
2026-07-14 12:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,67.29,115.79,40.93,26.73,0.95,70.69,30.11,54.17,3.1,254,1013.7,0.0,122,Moderate,PM25
2026-07-14 13:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,66.01,102.15,61.4,18.45,1.36,70.9,34.35,54.25,6.52,89,1008.1,0.0,118,Moderate,PM25
2026-07-14 14:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,67.76,95.43,22.19,32.37,0.76,70.64,33.91,53.1,7.23,111,1014.0,0.0,124,Moderate,PM25
